Series,Episode.x,Baker,Baker_Age,Baker_Occupation,Technical,Result,Viewership,Signature_Bake,Showstopper,Hometown,source.x,source.y,Episode.y
1,1,annetha,NA,NA,2,IN,2.24,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,bakes,1
1,1,annetha,NA,NA,2,IN,3,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,bakes,2
1,1,annetha,NA,NA,2,IN,3,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,bakes,3
1,1,annetha,NA,NA,2,IN,2.6,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,bakes,4
1,1,annetha,NA,NA,2,IN,3.03,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,bakes,5
1,1,annetha,NA,NA,2,IN,2.75,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,bakes,6
1,1,annetha,NA,NA,2,IN,NA,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,bakes,7
1,1,annetha,NA,NA,2,IN,NA,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,bakes,8
1,1,annetha,NA,NA,2,IN,NA,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,bakes,9
1,1,annetha,NA,NA,2,IN,NA,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",NA,NA,bakes,10
1,1,david,NA,NA,3,IN,2.24,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",NA,NA,bakes,1
1,1,david,NA,NA,3,IN,3,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",NA,NA,bakes,2
1,1,david,NA,NA,3,IN,3,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",NA,NA,bakes,3
1,1,david,NA,NA,3,IN,2.6,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",NA,NA,bakes,4
1,1,david,NA,NA,3,IN,3.03,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",NA,NA,bakes,5
1,1,david,NA,NA,3,IN,2.75,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",NA,NA,bakes,6
1,1,david,NA,NA,3,IN,NA,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",NA,NA,bakes,7
1,1,david,NA,NA,3,IN,NA,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",NA,NA,bakes,8
1,1,david,NA,NA,3,IN,NA,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",NA,NA,bakes,9
1,1,david,NA,NA,3,IN,NA,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",NA,NA,bakes,10
1,1,edd,NA,NA,1,IN,2.24,Caramel Cinnamon and Banana Cake,N/A,NA,NA,bakes,1
1,1,edd,NA,NA,1,IN,3,Caramel Cinnamon and Banana Cake,N/A,NA,NA,bakes,2
1,1,edd,NA,NA,1,IN,3,Caramel Cinnamon and Banana Cake,N/A,NA,NA,bakes,3
1,1,edd,NA,NA,1,IN,2.6,Caramel Cinnamon and Banana Cake,N/A,NA,NA,bakes,4
1,1,edd,NA,NA,1,IN,3.03,Caramel Cinnamon and Banana Cake,N/A,NA,NA,bakes,5
1,1,edd,NA,NA,1,IN,2.75,Caramel Cinnamon and Banana Cake,N/A,NA,NA,bakes,6
1,1,edd,NA,NA,1,IN,NA,Caramel Cinnamon and Banana Cake,N/A,NA,NA,bakes,7
1,1,edd,NA,NA,1,IN,NA,Caramel Cinnamon and Banana Cake,N/A,NA,NA,bakes,8
1,1,edd,NA,NA,1,IN,NA,Caramel Cinnamon and Banana Cake,N/A,NA,NA,bakes,9
1,1,edd,NA,NA,1,IN,NA,Caramel Cinnamon and Banana Cake,N/A,NA,NA,bakes,10
1,1,jasminder,NA,NA,NA,IN,2.24,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,NA,bakes,1
1,1,jasminder,NA,NA,NA,IN,3,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,NA,bakes,2
1,1,jasminder,NA,NA,NA,IN,3,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,NA,bakes,3
1,1,jasminder,NA,NA,NA,IN,2.6,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,NA,bakes,4
1,1,jasminder,NA,NA,NA,IN,3.03,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,NA,bakes,5
1,1,jasminder,NA,NA,NA,IN,2.75,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,NA,bakes,6
1,1,jasminder,NA,NA,NA,IN,NA,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,NA,bakes,7
1,1,jasminder,NA,NA,NA,IN,NA,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,NA,bakes,8
1,1,jasminder,NA,NA,NA,IN,NA,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,NA,bakes,9
1,1,jasminder,NA,NA,NA,IN,NA,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,NA,NA,bakes,10
1,1,jonathan,NA,NA,9,IN,2.24,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,NA,NA,bakes,1
1,1,jonathan,NA,NA,9,IN,3,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,NA,NA,bakes,2
1,1,jonathan,NA,NA,9,IN,3,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,NA,NA,bakes,3
1,1,jonathan,NA,NA,9,IN,2.6,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,NA,NA,bakes,4
1,1,jonathan,NA,NA,9,IN,3.03,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,NA,NA,bakes,5
1,1,jonathan,NA,NA,9,IN,2.75,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,NA,NA,bakes,6
1,1,jonathan,NA,NA,9,IN,NA,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,NA,NA,bakes,7
1,1,jonathan,NA,NA,9,IN,NA,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,NA,NA,bakes,8
1,1,jonathan,NA,NA,9,IN,NA,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,NA,NA,bakes,9
1,1,jonathan,NA,NA,9,IN,NA,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,NA,NA,bakes,10
1,1,louise,NA,NA,NA,IN,2.24,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,NA,bakes,1
1,1,louise,NA,NA,NA,IN,3,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,NA,bakes,2
1,1,louise,NA,NA,NA,IN,3,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,NA,bakes,3
1,1,louise,NA,NA,NA,IN,2.6,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,NA,bakes,4
1,1,louise,NA,NA,NA,IN,3.03,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,NA,bakes,5
1,1,louise,NA,NA,NA,IN,2.75,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,NA,bakes,6
1,1,louise,NA,NA,NA,IN,NA,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,NA,bakes,7
1,1,louise,NA,NA,NA,IN,NA,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,NA,bakes,8
1,1,louise,NA,NA,NA,IN,NA,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,NA,bakes,9
1,1,louise,NA,NA,NA,IN,NA,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,NA,bakes,10
1,1,miranda,NA,NA,8,IN,2.24,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,NA,NA,bakes,1
1,1,miranda,NA,NA,8,IN,3,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,NA,NA,bakes,2
1,1,miranda,NA,NA,8,IN,3,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,NA,NA,bakes,3
1,1,miranda,NA,NA,8,IN,2.6,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,NA,NA,bakes,4
1,1,miranda,NA,NA,8,IN,3.03,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,NA,NA,bakes,5
1,1,miranda,NA,NA,8,IN,2.75,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,NA,NA,bakes,6
1,1,miranda,NA,NA,8,IN,NA,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,NA,NA,bakes,7
1,1,miranda,NA,NA,8,IN,NA,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,NA,NA,bakes,8
1,1,miranda,NA,NA,8,IN,NA,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,NA,NA,bakes,9
1,1,miranda,NA,NA,8,IN,NA,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,NA,NA,bakes,10
1,1,ruth,NA,NA,NA,IN,2.24,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,bakes,1
1,1,ruth,NA,NA,NA,IN,3,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,bakes,2
1,1,ruth,NA,NA,NA,IN,3,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,bakes,3
1,1,ruth,NA,NA,NA,IN,2.6,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,bakes,4
1,1,ruth,NA,NA,NA,IN,3.03,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,bakes,5
1,1,ruth,NA,NA,NA,IN,2.75,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,bakes,6
1,1,ruth,NA,NA,NA,IN,NA,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,bakes,7
1,1,ruth,NA,NA,NA,IN,NA,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,bakes,8
1,1,ruth,NA,NA,NA,IN,NA,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,bakes,9
1,1,ruth,NA,NA,NA,IN,NA,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,bakes,10
1,1,lea,NA,NA,10,OUT,2.24,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,NA,NA,bakes,1
1,1,lea,NA,NA,10,OUT,3,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,NA,NA,bakes,2
1,1,lea,NA,NA,10,OUT,3,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,NA,NA,bakes,3
1,1,lea,NA,NA,10,OUT,2.6,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,NA,NA,bakes,4
1,1,lea,NA,NA,10,OUT,3.03,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,NA,NA,bakes,5
1,1,lea,NA,NA,10,OUT,2.75,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,NA,NA,bakes,6
1,1,lea,NA,NA,10,OUT,NA,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,NA,NA,bakes,7
1,1,lea,NA,NA,10,OUT,NA,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,NA,NA,bakes,8
1,1,lea,NA,NA,10,OUT,NA,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,NA,NA,bakes,9
1,1,lea,NA,NA,10,OUT,NA,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,NA,NA,bakes,10
1,1,mark,NA,NA,NA,OUT,2.24,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,NA,bakes,1
1,1,mark,NA,NA,NA,OUT,3,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,NA,bakes,2
1,1,mark,NA,NA,NA,OUT,3,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,NA,bakes,3
1,1,mark,NA,NA,NA,OUT,2.6,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,NA,bakes,4
1,1,mark,NA,NA,NA,OUT,3.03,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,NA,bakes,5
1,1,mark,NA,NA,NA,OUT,2.75,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,NA,bakes,6
1,1,mark,NA,NA,NA,OUT,NA,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,NA,bakes,7
1,1,mark,NA,NA,NA,OUT,NA,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,NA,bakes,8
1,1,mark,NA,NA,NA,OUT,NA,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,NA,bakes,9
1,1,mark,NA,NA,NA,OUT,NA,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,NA,bakes,10
1,2,david,NA,NA,8,IN,2.24,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,NA,NA,bakes,1
1,2,david,NA,NA,8,IN,3,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,NA,NA,bakes,2
1,2,david,NA,NA,8,IN,3,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,NA,NA,bakes,3
1,2,david,NA,NA,8,IN,2.6,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,NA,NA,bakes,4
1,2,david,NA,NA,8,IN,3.03,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,NA,NA,bakes,5
1,2,david,NA,NA,8,IN,2.75,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,NA,NA,bakes,6
1,2,david,NA,NA,8,IN,NA,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,NA,NA,bakes,7
1,2,david,NA,NA,8,IN,NA,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,NA,NA,bakes,8
1,2,david,NA,NA,8,IN,NA,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,NA,NA,bakes,9
1,2,david,NA,NA,8,IN,NA,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,NA,NA,bakes,10
1,2,edd,NA,NA,6,IN,2.24,Oatmeal Raisin Cookie,Pink Macarons,NA,NA,bakes,1
1,2,edd,NA,NA,6,IN,3,Oatmeal Raisin Cookie,Pink Macarons,NA,NA,bakes,2
1,2,edd,NA,NA,6,IN,3,Oatmeal Raisin Cookie,Pink Macarons,NA,NA,bakes,3
1,2,edd,NA,NA,6,IN,2.6,Oatmeal Raisin Cookie,Pink Macarons,NA,NA,bakes,4
1,2,edd,NA,NA,6,IN,3.03,Oatmeal Raisin Cookie,Pink Macarons,NA,NA,bakes,5
1,2,edd,NA,NA,6,IN,2.75,Oatmeal Raisin Cookie,Pink Macarons,NA,NA,bakes,6
1,2,edd,NA,NA,6,IN,NA,Oatmeal Raisin Cookie,Pink Macarons,NA,NA,bakes,7
1,2,edd,NA,NA,6,IN,NA,Oatmeal Raisin Cookie,Pink Macarons,NA,NA,bakes,8
1,2,edd,NA,NA,6,IN,NA,Oatmeal Raisin Cookie,Pink Macarons,NA,NA,bakes,9
1,2,edd,NA,NA,6,IN,NA,Oatmeal Raisin Cookie,Pink Macarons,NA,NA,bakes,10
1,2,jasminder,NA,NA,2,IN,2.24,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,NA,NA,bakes,1
1,2,jasminder,NA,NA,2,IN,3,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,NA,NA,bakes,2
1,2,jasminder,NA,NA,2,IN,3,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,NA,NA,bakes,3
1,2,jasminder,NA,NA,2,IN,2.6,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,NA,NA,bakes,4
1,2,jasminder,NA,NA,2,IN,3.03,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,NA,NA,bakes,5
1,2,jasminder,NA,NA,2,IN,2.75,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,NA,NA,bakes,6
1,2,jasminder,NA,NA,2,IN,NA,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,NA,NA,bakes,7
1,2,jasminder,NA,NA,2,IN,NA,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,NA,NA,bakes,8
1,2,jasminder,NA,NA,2,IN,NA,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,NA,NA,bakes,9
1,2,jasminder,NA,NA,2,IN,NA,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,NA,NA,bakes,10
1,2,jonathan,NA,NA,1,IN,2.24,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,NA,NA,bakes,1
1,2,jonathan,NA,NA,1,IN,3,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,NA,NA,bakes,2
1,2,jonathan,NA,NA,1,IN,3,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,NA,NA,bakes,3
1,2,jonathan,NA,NA,1,IN,2.6,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,NA,NA,bakes,4
1,2,jonathan,NA,NA,1,IN,3.03,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,NA,NA,bakes,5
1,2,jonathan,NA,NA,1,IN,2.75,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,NA,NA,bakes,6
1,2,jonathan,NA,NA,1,IN,NA,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,NA,NA,bakes,7
1,2,jonathan,NA,NA,1,IN,NA,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,NA,NA,bakes,8
1,2,jonathan,NA,NA,1,IN,NA,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,NA,NA,bakes,9
1,2,jonathan,NA,NA,1,IN,NA,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,NA,NA,bakes,10
1,2,miranda,NA,NA,3,IN,2.24,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,NA,NA,bakes,1
1,2,miranda,NA,NA,3,IN,3,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,NA,NA,bakes,2
1,2,miranda,NA,NA,3,IN,3,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,NA,NA,bakes,3
1,2,miranda,NA,NA,3,IN,2.6,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,NA,NA,bakes,4
1,2,miranda,NA,NA,3,IN,3.03,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,NA,NA,bakes,5
1,2,miranda,NA,NA,3,IN,2.75,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,NA,NA,bakes,6
1,2,miranda,NA,NA,3,IN,NA,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,NA,NA,bakes,7
1,2,miranda,NA,NA,3,IN,NA,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,NA,NA,bakes,8
1,2,miranda,NA,NA,3,IN,NA,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,NA,NA,bakes,9
1,2,miranda,NA,NA,3,IN,NA,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,NA,NA,bakes,10
1,2,ruth,NA,NA,5,IN,2.24,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,bakes,1
1,2,ruth,NA,NA,5,IN,3,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,bakes,2
1,2,ruth,NA,NA,5,IN,3,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,bakes,3
1,2,ruth,NA,NA,5,IN,2.6,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,bakes,4
1,2,ruth,NA,NA,5,IN,3.03,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,bakes,5
1,2,ruth,NA,NA,5,IN,2.75,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,bakes,6
1,2,ruth,NA,NA,5,IN,NA,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,bakes,7
1,2,ruth,NA,NA,5,IN,NA,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,bakes,8
1,2,ruth,NA,NA,5,IN,NA,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,bakes,9
1,2,ruth,NA,NA,5,IN,NA,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,bakes,10
1,2,annetha,NA,NA,7,OUT,2.24,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,NA,NA,bakes,1
1,2,annetha,NA,NA,7,OUT,3,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,NA,NA,bakes,2
1,2,annetha,NA,NA,7,OUT,3,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,NA,NA,bakes,3
1,2,annetha,NA,NA,7,OUT,2.6,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,NA,NA,bakes,4
1,2,annetha,NA,NA,7,OUT,3.03,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,NA,NA,bakes,5
1,2,annetha,NA,NA,7,OUT,2.75,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,NA,NA,bakes,6
