Series,Episode.x,Baker,Baker_Age,Baker_Occupation,Technical,Result,Viewership,Signature_Bake,Showstopper,Hometown,source.x,source.y,Episode.y
2,3,keith,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,4
2,3,keith,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,5
2,3,keith,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,6
2,3,keith,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,7
2,3,keith,NA,NA,NA,NA,5.06,NA,NA,NA,NA,NA,8
2,3,keith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2,3,keith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2,3,simon,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,1
2,3,simon,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,2
2,3,simon,NA,NA,NA,NA,3.82,NA,NA,NA,NA,NA,3
2,3,simon,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,4
2,3,simon,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,5
2,3,simon,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,6
2,3,simon,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,7
2,3,simon,NA,NA,NA,NA,5.06,NA,NA,NA,NA,NA,8
2,3,simon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2,3,simon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2,4,janet,NA,NA,4,IN,3.1,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",NA,NA,bakes,1
2,4,janet,NA,NA,4,IN,3.53,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",NA,NA,bakes,2
2,4,janet,NA,NA,4,IN,3.82,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",NA,NA,bakes,3
2,4,janet,NA,NA,4,IN,3.6,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",NA,NA,bakes,4
2,4,janet,NA,NA,4,IN,3.83,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",NA,NA,bakes,5
2,4,janet,NA,NA,4,IN,4.25,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",NA,NA,bakes,6
2,4,janet,NA,NA,4,IN,4.42,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",NA,NA,bakes,7
2,4,janet,NA,NA,4,IN,5.06,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",NA,NA,bakes,8
2,4,janet,NA,NA,4,IN,NA,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",NA,NA,bakes,9
2,4,janet,NA,NA,4,IN,NA,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",NA,NA,bakes,10
2,4,joanne,NA,NA,8,IN,3.1,NA,NA,NA,NA,NA,1
2,4,joanne,NA,NA,8,IN,3.53,NA,NA,NA,NA,NA,2
2,4,joanne,NA,NA,8,IN,3.82,NA,NA,NA,NA,NA,3
2,4,joanne,NA,NA,8,IN,3.6,NA,NA,NA,NA,NA,4
2,4,joanne,NA,NA,8,IN,3.83,NA,NA,NA,NA,NA,5
2,4,joanne,NA,NA,8,IN,4.25,NA,NA,NA,NA,NA,6
2,4,joanne,NA,NA,8,IN,4.42,NA,NA,NA,NA,NA,7
2,4,joanne,NA,NA,8,IN,5.06,NA,NA,NA,NA,NA,8
2,4,joanne,NA,NA,8,IN,NA,NA,NA,NA,NA,NA,9
2,4,joanne,NA,NA,8,IN,NA,NA,NA,NA,NA,NA,10
2,4,mary-anne,NA,NA,2,IN,3.1,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,NA,NA,bakes,1
2,4,mary-anne,NA,NA,2,IN,3.53,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,NA,NA,bakes,2
2,4,mary-anne,NA,NA,2,IN,3.82,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,NA,NA,bakes,3
2,4,mary-anne,NA,NA,2,IN,3.6,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,NA,NA,bakes,4
2,4,mary-anne,NA,NA,2,IN,3.83,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,NA,NA,bakes,5
2,4,mary-anne,NA,NA,2,IN,4.25,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,NA,NA,bakes,6
2,4,mary-anne,NA,NA,2,IN,4.42,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,NA,NA,bakes,7
2,4,mary-anne,NA,NA,2,IN,5.06,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,NA,NA,bakes,8
2,4,mary-anne,NA,NA,2,IN,NA,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,NA,NA,bakes,9
2,4,mary-anne,NA,NA,2,IN,NA,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,NA,NA,bakes,10
2,4,robert,NA,NA,7,IN,3.1,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,bakes,1
2,4,robert,NA,NA,7,IN,3.53,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,bakes,2
2,4,robert,NA,NA,7,IN,3.82,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,bakes,3
2,4,robert,NA,NA,7,IN,3.6,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,bakes,4
2,4,robert,NA,NA,7,IN,3.83,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,bakes,5
2,4,robert,NA,NA,7,IN,4.25,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,bakes,6
2,4,robert,NA,NA,7,IN,4.42,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,bakes,7
2,4,robert,NA,NA,7,IN,5.06,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,bakes,8
2,4,robert,NA,NA,7,IN,NA,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,bakes,9
2,4,robert,NA,NA,7,IN,NA,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,bakes,10
2,4,yasmin,NA,NA,6,IN,3.1,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,NA,NA,bakes,1
2,4,yasmin,NA,NA,6,IN,3.53,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,NA,NA,bakes,2
2,4,yasmin,NA,NA,6,IN,3.82,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,NA,NA,bakes,3
2,4,yasmin,NA,NA,6,IN,3.6,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,NA,NA,bakes,4
2,4,yasmin,NA,NA,6,IN,3.83,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,NA,NA,bakes,5
2,4,yasmin,NA,NA,6,IN,4.25,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,NA,NA,bakes,6
2,4,yasmin,NA,NA,6,IN,4.42,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,NA,NA,bakes,7
2,4,yasmin,NA,NA,6,IN,5.06,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,NA,NA,bakes,8
2,4,yasmin,NA,NA,6,IN,NA,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,NA,NA,bakes,9
2,4,yasmin,NA,NA,6,IN,NA,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,NA,NA,bakes,10
2,4,ben,NA,NA,5,OUT,3.1,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,bakes,1
2,4,ben,NA,NA,5,OUT,3.53,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,bakes,2
2,4,ben,NA,NA,5,OUT,3.82,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,bakes,3
2,4,ben,NA,NA,5,OUT,3.6,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,bakes,4
2,4,ben,NA,NA,5,OUT,3.83,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,bakes,5
2,4,ben,NA,NA,5,OUT,4.25,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,bakes,6
2,4,ben,NA,NA,5,OUT,4.42,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,bakes,7
2,4,ben,NA,NA,5,OUT,5.06,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,bakes,8
2,4,ben,NA,NA,5,OUT,NA,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,bakes,9
2,4,ben,NA,NA,5,OUT,NA,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,NA,NA,bakes,10
2,4,holly,NA,NA,3,STAR BAKER,3.1,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",NA,NA,bakes,1
2,4,holly,NA,NA,3,STAR BAKER,3.53,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",NA,NA,bakes,2
2,4,holly,NA,NA,3,STAR BAKER,3.82,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",NA,NA,bakes,3
2,4,holly,NA,NA,3,STAR BAKER,3.6,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",NA,NA,bakes,4
2,4,holly,NA,NA,3,STAR BAKER,3.83,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",NA,NA,bakes,5
2,4,holly,NA,NA,3,STAR BAKER,4.25,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",NA,NA,bakes,6
2,4,holly,NA,NA,3,STAR BAKER,4.42,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",NA,NA,bakes,7
2,4,holly,NA,NA,3,STAR BAKER,5.06,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",NA,NA,bakes,8
2,4,holly,NA,NA,3,STAR BAKER,NA,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",NA,NA,bakes,9
2,4,holly,NA,NA,3,STAR BAKER,NA,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",NA,NA,bakes,10
2,4,jason,NA,NA,1,STAR BAKER,3.1,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",NA,NA,bakes,1
2,4,jason,NA,NA,1,STAR BAKER,3.53,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",NA,NA,bakes,2
2,4,jason,NA,NA,1,STAR BAKER,3.82,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",NA,NA,bakes,3
2,4,jason,NA,NA,1,STAR BAKER,3.6,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",NA,NA,bakes,4
2,4,jason,NA,NA,1,STAR BAKER,3.83,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",NA,NA,bakes,5
2,4,jason,NA,NA,1,STAR BAKER,4.25,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",NA,NA,bakes,6
2,4,jason,NA,NA,1,STAR BAKER,4.42,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",NA,NA,bakes,7
2,4,jason,NA,NA,1,STAR BAKER,5.06,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",NA,NA,bakes,8
2,4,jason,NA,NA,1,STAR BAKER,NA,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",NA,NA,bakes,9
2,4,jason,NA,NA,1,STAR BAKER,NA,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",NA,NA,bakes,10
2,4,ian,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,1
2,4,ian,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,2
2,4,ian,NA,NA,NA,NA,3.82,NA,NA,NA,NA,NA,3
2,4,ian,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,4
2,4,ian,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,5
2,4,ian,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,6
2,4,ian,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,7
2,4,ian,NA,NA,NA,NA,5.06,NA,NA,NA,NA,NA,8
2,4,ian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2,4,ian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2,4,keith,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,1
2,4,keith,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,2
2,4,keith,NA,NA,NA,NA,3.82,NA,NA,NA,NA,NA,3
2,4,keith,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,4
2,4,keith,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,5
2,4,keith,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,6
2,4,keith,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,7
2,4,keith,NA,NA,NA,NA,5.06,NA,NA,NA,NA,NA,8
2,4,keith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2,4,keith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2,4,simon,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,1
2,4,simon,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,2
2,4,simon,NA,NA,NA,NA,3.82,NA,NA,NA,NA,NA,3
2,4,simon,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,4
2,4,simon,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,5
2,4,simon,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,6
2,4,simon,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,7
2,4,simon,NA,NA,NA,NA,5.06,NA,NA,NA,NA,NA,8
2,4,simon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2,4,simon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2,4,urvashi,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,1
2,4,urvashi,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,2
2,4,urvashi,NA,NA,NA,NA,3.82,NA,NA,NA,NA,NA,3
2,4,urvashi,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,4
2,4,urvashi,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,5
2,4,urvashi,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,6
2,4,urvashi,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,7
2,4,urvashi,NA,NA,NA,NA,5.06,NA,NA,NA,NA,NA,8
2,4,urvashi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2,4,urvashi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2,5,holly,NA,NA,4,IN,3.1,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,NA,NA,bakes,1
2,5,holly,NA,NA,4,IN,3.53,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,NA,NA,bakes,2
2,5,holly,NA,NA,4,IN,3.82,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,NA,NA,bakes,3
2,5,holly,NA,NA,4,IN,3.6,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,NA,NA,bakes,4
2,5,holly,NA,NA,4,IN,3.83,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,NA,NA,bakes,5
2,5,holly,NA,NA,4,IN,4.25,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,NA,NA,bakes,6
2,5,holly,NA,NA,4,IN,4.42,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,NA,NA,bakes,7
2,5,holly,NA,NA,4,IN,5.06,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,NA,NA,bakes,8
2,5,holly,NA,NA,4,IN,NA,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,NA,NA,bakes,9
2,5,holly,NA,NA,4,IN,NA,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,NA,NA,bakes,10
2,5,joanne,NA,NA,6,IN,3.1,NA,NA,NA,NA,NA,1
2,5,joanne,NA,NA,6,IN,3.53,NA,NA,NA,NA,NA,2
2,5,joanne,NA,NA,6,IN,3.82,NA,NA,NA,NA,NA,3
2,5,joanne,NA,NA,6,IN,3.6,NA,NA,NA,NA,NA,4
2,5,joanne,NA,NA,6,IN,3.83,NA,NA,NA,NA,NA,5
2,5,joanne,NA,NA,6,IN,4.25,NA,NA,NA,NA,NA,6
2,5,joanne,NA,NA,6,IN,4.42,NA,NA,NA,NA,NA,7
2,5,joanne,NA,NA,6,IN,5.06,NA,NA,NA,NA,NA,8
2,5,joanne,NA,NA,6,IN,NA,NA,NA,NA,NA,NA,9
2,5,joanne,NA,NA,6,IN,NA,NA,NA,NA,NA,NA,10
2,5,mary-anne,NA,NA,2,IN,3.1,Chicken and Bacon Pie,Midnight Meringue,NA,NA,bakes,1
2,5,mary-anne,NA,NA,2,IN,3.53,Chicken and Bacon Pie,Midnight Meringue,NA,NA,bakes,2
2,5,mary-anne,NA,NA,2,IN,3.82,Chicken and Bacon Pie,Midnight Meringue,NA,NA,bakes,3
2,5,mary-anne,NA,NA,2,IN,3.6,Chicken and Bacon Pie,Midnight Meringue,NA,NA,bakes,4
2,5,mary-anne,NA,NA,2,IN,3.83,Chicken and Bacon Pie,Midnight Meringue,NA,NA,bakes,5
2,5,mary-anne,NA,NA,2,IN,4.25,Chicken and Bacon Pie,Midnight Meringue,NA,NA,bakes,6
2,5,mary-anne,NA,NA,2,IN,4.42,Chicken and Bacon Pie,Midnight Meringue,NA,NA,bakes,7
2,5,mary-anne,NA,NA,2,IN,5.06,Chicken and Bacon Pie,Midnight Meringue,NA,NA,bakes,8
2,5,mary-anne,NA,NA,2,IN,NA,Chicken and Bacon Pie,Midnight Meringue,NA,NA,bakes,9
2,5,mary-anne,NA,NA,2,IN,NA,Chicken and Bacon Pie,Midnight Meringue,NA,NA,bakes,10
2,5,yasmin,NA,NA,5,IN,3.1,Family Fish Pie,Peach and Raspberry Meringue Pie,NA,NA,bakes,1
2,5,yasmin,NA,NA,5,IN,3.53,Family Fish Pie,Peach and Raspberry Meringue Pie,NA,NA,bakes,2
2,5,yasmin,NA,NA,5,IN,3.82,Family Fish Pie,Peach and Raspberry Meringue Pie,NA,NA,bakes,3
2,5,yasmin,NA,NA,5,IN,3.6,Family Fish Pie,Peach and Raspberry Meringue Pie,NA,NA,bakes,4
2,5,yasmin,NA,NA,5,IN,3.83,Family Fish Pie,Peach and Raspberry Meringue Pie,NA,NA,bakes,5
2,5,yasmin,NA,NA,5,IN,4.25,Family Fish Pie,Peach and Raspberry Meringue Pie,NA,NA,bakes,6
2,5,yasmin,NA,NA,5,IN,4.42,Family Fish Pie,Peach and Raspberry Meringue Pie,NA,NA,bakes,7
2,5,yasmin,NA,NA,5,IN,5.06,Family Fish Pie,Peach and Raspberry Meringue Pie,NA,NA,bakes,8
2,5,yasmin,NA,NA,5,IN,NA,Family Fish Pie,Peach and Raspberry Meringue Pie,NA,NA,bakes,9
2,5,yasmin,NA,NA,5,IN,NA,Family Fish Pie,Peach and Raspberry Meringue Pie,NA,NA,bakes,10
2,5,jason,NA,NA,7,OUT,3.1,Brown Down Chicken Pie,Plum Meringue Pie,NA,NA,bakes,1
2,5,jason,NA,NA,7,OUT,3.53,Brown Down Chicken Pie,Plum Meringue Pie,NA,NA,bakes,2
2,5,jason,NA,NA,7,OUT,3.82,Brown Down Chicken Pie,Plum Meringue Pie,NA,NA,bakes,3
2,5,jason,NA,NA,7,OUT,3.6,Brown Down Chicken Pie,Plum Meringue Pie,NA,NA,bakes,4
2,5,jason,NA,NA,7,OUT,3.83,Brown Down Chicken Pie,Plum Meringue Pie,NA,NA,bakes,5
2,5,jason,NA,NA,7,OUT,4.25,Brown Down Chicken Pie,Plum Meringue Pie,NA,NA,bakes,6
2,5,jason,NA,NA,7,OUT,4.42,Brown Down Chicken Pie,Plum Meringue Pie,NA,NA,bakes,7
2,5,jason,NA,NA,7,OUT,5.06,Brown Down Chicken Pie,Plum Meringue Pie,NA,NA,bakes,8
2,5,jason,NA,NA,7,OUT,NA,Brown Down Chicken Pie,Plum Meringue Pie,NA,NA,bakes,9
2,5,jason,NA,NA,7,OUT,NA,Brown Down Chicken Pie,Plum Meringue Pie,NA,NA,bakes,10
2,5,robert,NA,NA,3,OUT,3.1,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,bakes,1
2,5,robert,NA,NA,3,OUT,3.53,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,bakes,2
2,5,robert,NA,NA,3,OUT,3.82,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,bakes,3
2,5,robert,NA,NA,3,OUT,3.6,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,bakes,4
2,5,robert,NA,NA,3,OUT,3.83,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,bakes,5
2,5,robert,NA,NA,3,OUT,4.25,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,bakes,6
2,5,robert,NA,NA,3,OUT,4.42,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,bakes,7
2,5,robert,NA,NA,3,OUT,5.06,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,bakes,8
2,5,robert,NA,NA,3,OUT,NA,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,bakes,9
2,5,robert,NA,NA,3,OUT,NA,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,bakes,10
2,5,janet,NA,NA,1,STAR BAKER,3.1,Chicken and Chestnut Pie,Rhubarb Meringue Pie,NA,NA,bakes,1
2,5,janet,NA,NA,1,STAR BAKER,3.53,Chicken and Chestnut Pie,Rhubarb Meringue Pie,NA,NA,bakes,2
2,5,janet,NA,NA,1,STAR BAKER,3.82,Chicken and Chestnut Pie,Rhubarb Meringue Pie,NA,NA,bakes,3
2,5,janet,NA,NA,1,STAR BAKER,3.6,Chicken and Chestnut Pie,Rhubarb Meringue Pie,NA,NA,bakes,4
2,5,janet,NA,NA,1,STAR BAKER,3.83,Chicken and Chestnut Pie,Rhubarb Meringue Pie,NA,NA,bakes,5
2,5,janet,NA,NA,1,STAR BAKER,4.25,Chicken and Chestnut Pie,Rhubarb Meringue Pie,NA,NA,bakes,6
2,5,janet,NA,NA,1,STAR BAKER,4.42,Chicken and Chestnut Pie,Rhubarb Meringue Pie,NA,NA,bakes,7
2,5,janet,NA,NA,1,STAR BAKER,5.06,Chicken and Chestnut Pie,Rhubarb Meringue Pie,NA,NA,bakes,8
2,5,janet,NA,NA,1,STAR BAKER,NA,Chicken and Chestnut Pie,Rhubarb Meringue Pie,NA,NA,bakes,9
2,5,janet,NA,NA,1,STAR BAKER,NA,Chicken and Chestnut Pie,Rhubarb Meringue Pie,NA,NA,bakes,10
2,5,ben,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,1
2,5,ben,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,2
2,5,ben,NA,NA,NA,NA,3.82,NA,NA,NA,NA,NA,3
2,5,ben,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,4
2,5,ben,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,5
2,5,ben,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,6
2,5,ben,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,7
2,5,ben,NA,NA,NA,NA,5.06,NA,NA,NA,NA,NA,8
2,5,ben,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2,5,ben,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2,5,ian,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,1
2,5,ian,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,2
2,5,ian,NA,NA,NA,NA,3.82,NA,NA,NA,NA,NA,3
2,5,ian,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,4
2,5,ian,NA,NA,NA,NA,3.83,NA,NA,NA,NA,NA,5
2,5,ian,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,6
2,5,ian,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,7
2,5,ian,NA,NA,NA,NA,5.06,NA,NA,NA,NA,NA,8
2,5,ian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2,5,ian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2,5,keith,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,1
